job_id,actor_id,event,language,time_spent,org,ds
2543,1003,skip,Hindi,14,B,11/14/2020
2544,1034,transfer,Hindi,91,B,11/3/2020
2545,1011,decision,French,28,A,11/21/2020
2546,1011,decision,Arabic,37,D,11/17/2020
2547,1012,skip,Arabic,74,A,11/27/2020
2548,1023,decision,Italian,39,A,11/29/2020
2549,1006,decision,Hindi,18,B,11/14/2020
2550,1043,skip,Persian,117,B,11/6/2020
2551,1029,decision,Arabic,39,D,11/14/2020
2552,1015,decision,English,35,D,11/5/2020
2553,1004,skip,Italian,108,D,11/29/2020
2554,1046,skip,English,32,A,11/27/2020
2555,1004,decision,Italian,94,D,11/15/2020
2556,1034,skip,English,19,B,11/25/2020
2557,1036,decision,Arabic,19,D,11/21/2020
2558,1011,transfer,Italian,111,A,11/8/2020
2559,1025,transfer,Persian,116,B,11/4/2020
2560,1003,decision,Arabic,108,C,11/15/2020
2561,1042,decision,Hindi,111,C,11/22/2020
2562,1038,decision,French,64,D,11/25/2020
2563,1038,skip,English,15,D,11/28/2020
2564,1028,skip,Hindi,77,D,11/10/2020
2565,1034,skip,French,21,C,11/2/2020
2566,1046,decision,Persian,49,C,11/18/2020
2567,1020,decision,Persian,70,C,11/11/2020
2568,1022,transfer,Italian,117,A,11/8/2020
2569,1009,decision,Arabic,18,D,11/15/2020
2570,1001,decision,Arabic,60,A,11/10/2020
2571,1025,transfer,French,51,A,11/24/2020
2572,1001,decision,Persian,96,C,11/22/2020
2573,1043,transfer,Persian,84,D,11/29/2020
2574,1002,skip,Hindi,97,A,11/21/2020
2575,1012,transfer,Arabic,99,D,11/10/2020
2576,1022,transfer,Arabic,36,B,11/16/2020
2577,1004,skip,Hindi,27,A,11/24/2020
2578,1040,decision,Persian,37,B,11/2/2020
2579,1008,skip,English,54,C,11/8/2020
2580,1009,transfer,Persian,14,D,11/20/2020
2581,1041,decision,French,73,B,11/20/2020
2582,1012,decision,Hindi,98,A,11/8/2020
2583,1030,decision,Italian,114,B,11/5/2020
2584,1009,skip,Persian,102,C,11/22/2020
2585,1035,transfer,English,52,D,11/28/2020
2586,1043,transfer,Persian,10,B,11/2/2020
2587,1011,skip,Arabic,63,B,11/27/2020
2588,1007,transfer,French,69,C,11/18/2020
2589,1029,skip,Hindi,19,D,11/18/2020
2590,1041,transfer,French,97,A,11/25/2020
2591,1022,skip,Arabic,49,A,11/2/2020
2592,1047,transfer,Persian,119,B,11/5/2020
2593,1037,transfer,English,120,C,11/24/2020
2594,1017,decision,Persian,116,D,11/18/2020
2595,1047,decision,Hindi,25,A,11/26/2020
2596,1010,skip,Persian,58,B,11/29/2020
2597,1031,decision,Persian,42,A,11/4/2020
2598,1009,decision,French,95,A,11/24/2020
2599,1048,decision,French,53,A,11/29/2020
2600,1007,skip,Persian,95,A,11/6/2020
2601,1049,skip,Arabic,34,C,11/6/2020
2602,1040,decision,Arabic,11,A,11/5/2020
2603,1037,decision,English,51,D,11/4/2020
2604,1046,skip,Italian,38,A,11/16/2020
2605,1021,decision,Arabic,118,B,11/26/2020
2606,1008,decision,Italian,28,B,11/9/2020
2607,1019,decision,Hindi,116,C,11/14/2020
2608,1018,skip,Persian,38,C,11/30/2020
2609,1023,decision,Arabic,59,D,11/5/2020
2610,1038,transfer,Italian,47,D,11/24/2020
2611,1049,decision,Arabic,85,D,11/11/2020
2612,1033,skip,English,88,D,11/19/2020
2613,1024,decision,French,85,D,11/28/2020
2614,1010,decision,French,33,D,11/14/2020
2615,1036,skip,Hindi,73,B,11/17/2020
2616,1039,skip,Italian,75,D,11/8/2020
2617,1034,decision,Hindi,72,D,11/4/2020
2618,1043,transfer,English,44,A,11/6/2020
2619,1024,decision,Persian,100,A,11/29/2020
2620,1023,decision,Italian,88,A,11/24/2020
2621,1038,transfer,French,85,C,11/16/2020
2622,1026,transfer,English,84,D,11/9/2020
2623,1029,skip,French,113,B,11/16/2020
2624,1039,skip,Persian,11,A,11/20/2020
2625,1012,skip,French,62,B,11/24/2020
2626,1031,decision,French,51,D,11/15/2020
2627,1017,skip,English,84,D,11/5/2020
2628,1022,decision,English,34,B,11/15/2020
2629,1046,decision,Hindi,63,C,11/28/2020
2630,1017,skip,French,71,D,11/28/2020
2631,1046,skip,Hindi,50,A,11/27/2020
2632,1024,decision,Italian,103,D,11/24/2020
2633,1006,decision,English,88,C,11/28/2020
2634,1014,transfer,Arabic,82,C,11/15/2020
2635,1024,skip,Persian,23,D,11/12/2020
2636,1031,skip,French,110,B,11/5/2020
2637,1036,decision,French,54,C,11/4/2020
2638,1021,transfer,Persian,18,B,11/1/2020
2639,1050,transfer,Hindi,73,C,11/7/2020
2640,1014,skip,Italian,41,B,11/17/2020
2641,1015,decision,Persian,84,B,11/24/2020
2642,1041,decision,Hindi,77,D,11/9/2020
2643,1032,transfer,Arabic,98,C,11/18/2020
2644,1009,skip,French,43,D,11/13/2020
2645,1033,skip,Persian,13,A,11/9/2020
2646,1049,transfer,Italian,115,C,11/22/2020
2647,1023,skip,Hindi,59,C,11/24/2020
2648,1013,decision,English,81,B,11/23/2020
2649,1035,transfer,Hindi,73,C,11/4/2020
2650,1008,transfer,Persian,24,D,11/18/2020
2651,1041,decision,Persian,108,A,11/21/2020
2652,1013,transfer,Persian,103,C,11/24/2020
2653,1038,decision,Persian,46,D,11/2/2020
2654,1027,skip,Arabic,107,B,11/15/2020
2655,1013,skip,Hindi,24,A,11/16/2020
2656,1037,skip,Arabic,74,B,11/26/2020
2657,1041,transfer,Arabic,88,B,11/14/2020
2658,1006,decision,Persian,18,C,11/1/2020
2659,1027,transfer,Persian,115,B,11/1/2020
2660,1045,skip,Arabic,18,D,11/29/2020
2661,1029,decision,French,90,C,11/26/2020
2662,1017,transfer,French,110,C,11/11/2020
2663,1027,decision,English,47,C,11/17/2020
2664,1025,transfer,Persian,105,C,11/12/2020
2665,1009,transfer,French,12,C,11/4/2020
2666,1049,skip,Italian,62,A,11/4/2020
2667,1013,skip,French,106,B,11/10/2020
2668,1007,transfer,Arabic,94,A,11/28/2020
2669,1042,transfer,Italian,90,C,11/11/2020
2670,1012,transfer,Persian,44,B,11/26/2020
2671,1004,skip,French,33,B,11/24/2020
2672,1020,decision,English,42,D,11/21/2020
2673,1048,decision,Persian,70,C,11/3/2020
2674,1047,transfer,French,56,B,11/3/2020
2675,1018,decision,Persian,110,C,11/23/2020
2676,1013,decision,Persian,60,D,11/4/2020
2677,1002,skip,Hindi,18,D,11/14/2020
2678,1018,skip,English,23,A,11/1/2020
2679,1018,decision,English,61,C,11/28/2020
2680,1036,skip,French,104,A,11/23/2020
2681,1043,transfer,Arabic,77,A,11/18/2020
2682,1038,transfer,Persian,109,C,11/30/2020
2683,1043,skip,Hindi,24,B,11/14/2020
2684,1041,decision,Italian,32,C,11/13/2020
2685,1001,skip,English,48,B,11/14/2020
2686,1004,transfer,English,102,C,11/8/2020
2687,1009,skip,Hindi,18,A,11/17/2020
2688,1041,decision,Hindi,59,D,11/3/2020
2689,1039,transfer,Hindi,92,C,11/11/2020
2690,1035,transfer,Italian,16,B,11/26/2020
2691,1006,transfer,Hindi,50,B,11/3/2020
2692,1011,transfer,Hindi,96,D,11/13/2020
2693,1012,skip,Italian,89,D,11/12/2020
2694,1020,transfer,Italian,20,C,11/17/2020
2695,1043,decision,Hindi,70,C,11/9/2020
2696,1036,skip,English,90,A,11/20/2020
2697,1046,skip,English,42,A,11/28/2020
2698,1041,decision,Arabic,73,D,11/11/2020
2699,1037,skip,English,39,B,11/26/2020
2700,1014,decision,Hindi,79,C,11/7/2020
2701,1025,skip,Italian,69,C,11/26/2020
2702,1034,transfer,Italian,93,D,11/9/2020
2703,1041,decision,Italian,83,A,11/26/2020
2704,1012,decision,Arabic,23,B,11/11/2020
2705,1014,decision,English,59,C,11/3/2020
2706,1015,transfer,Arabic,48,B,11/15/2020
2707,1045,skip,Hindi,100,B,11/5/2020
2708,1004,skip,Hindi,73,B,11/27/2020
2709,1042,transfer,Persian,60,C,11/13/2020
2710,1016,decision,French,107,C,11/21/2020
2711,1022,transfer,French,47,C,11/18/2020
2712,1015,decision,Italian,71,A,11/19/2020
2713,1026,decision,Italian,51,B,11/15/2020
2714,1020,transfer,French,18,A,11/13/2020
2715,1050,decision,Hindi,11,B,11/25/2020
2716,1041,transfer,French,22,B,11/16/2020
2717,1032,skip,Persian,67,C,11/30/2020
2718,1034,transfer,Italian,100,A,11/15/2020
2719,1004,decision,English,35,D,11/26/2020
2720,1006,decision,English,35,B,11/23/2020
2721,1012,decision,French,56,B,11/12/2020
2722,1047,transfer,Hindi,72,D,11/26/2020
2723,1029,transfer,English,56,D,11/18/2020
2724,1036,decision,Arabic,25,D,11/1/2020
2725,1010,transfer,Arabic,115,B,11/28/2020
2726,1039,decision,Hindi,111,B,11/11/2020
2727,1047,skip,Persian,65,A,11/1/2020
2728,1021,decision,French,47,A,11/15/2020
2729,1018,decision,French,95,C,11/1/2020
2730,1047,transfer,Arabic,108,C,11/3/2020
2731,1023,transfer,English,35,D,11/21/2020
2732,1045,skip,Persian,66,B,11/30/2020
2733,1032,skip,English,67,D,11/1/2020
2734,1017,skip,Hindi,25,D,11/1/2020
2735,1011,decision,English,10,C,11/18/2020
2736,1023,decision,French,30,A,11/17/2020
2737,1038,transfer,Italian,87,C,11/9/2020
2738,1027,skip,Persian,25,C,11/19/2020
2739,1010,decision,Hindi,85,D,11/13/2020
2740,1048,transfer,English,85,C,11/22/2020
2741,1030,skip,English,81,A,11/18/2020
2742,1044,skip,Persian,51,D,11/24/2020
2743,1026,decision,Hindi,50,C,11/4/2020
2744,1037,decision,French,107,B,11/23/2020
2745,1032,transfer,Hindi,85,D,11/18/2020
2746,1019,skip,Persian,101,A,11/23/2020
2747,1038,skip,Persian,40,A,11/2/2020
2748,1040,transfer,Persian,48,C,11/24/2020
2749,1008,decision,English,90,D,11/29/2020
2750,1029,transfer,English,20,D,11/29/2020
2751,1034,skip,French,67,C,11/11/2020
2752,1030,decision,French,117,D,11/30/2020
2753,1041,decision,Persian,68,B,11/21/2020
2754,1049,skip,Persian,81,C,11/14/2020
2755,1030,decision,Persian,70,D,11/1/2020
2756,1045,skip,Arabic,120,B,11/27/2020
2757,1026,skip,Italian,27,A,11/8/2020
2758,1049,transfer,Persian,47,B,11/18/2020
2759,1046,skip,Italian,27,A,11/14/2020
2760,1050,decision,English,84,C,11/26/2020
2761,1006,transfer,Hindi,53,A,11/20/2020
2762,1044,transfer,Arabic,65,A,11/19/2020
2763,1034,skip,Hindi,100,A,11/26/2020
2764,1020,skip,Hindi,96,A,11/22/2020
2765,1041,transfer,English,46,B,11/20/2020
2766,1040,decision,French,31,D,11/3/2020
2767,1041,skip,Italian,68,A,11/16/2020
2768,1044,decision,Persian,90,A,11/15/2020
2769,1022,transfer,Italian,92,C,11/30/2020
2770,1039,skip,Arabic,62,D,11/12/2020
2771,1001,decision,English,89,A,11/2/2020
2772,1014,skip,Italian,14,A,11/19/2020
2773,1050,transfer,Arabic,37,A,11/14/2020
2774,1011,decision,Arabic,27,C,11/16/2020
2775,1043,transfer,French,40,D,11/19/2020
2776,1034,transfer,Italian,107,C,11/19/2020
2777,1039,decision,Hindi,100,A,11/10/2020
2778,1023,transfer,Persian,31,C,11/12/2020
2779,1002,skip,Italian,88,B,11/27/2020
2780,1039,transfer,Persian,10,B,11/2/2020
2781,1038,skip,Hindi,66,D,11/17/2020
2782,1002,transfer,French,21,C,11/24/2020
2783,1026,transfer,French,42,D,11/23/2020
2784,1045,transfer,Persian,66,C,11/23/2020
2785,1007,decision,Italian,106,A,11/18/2020
2786,1036,decision,Persian,50,C,11/14/2020
2787,1018,skip,Persian,96,A,11/19/2020
2788,1005,decision,English,53,C,11/19/2020
2789,1050,skip,Italian,107,C,11/21/2020
2790,1033,transfer,English,50,B,11/15/2020
2791,1004,decision,Arabic,76,C,11/11/2020
2792,1029,transfer,Hindi,66,B,11/5/2020
2793,1014,decision,Arabic,15,A,11/11/2020
2794,1015,decision,French,79,B,11/10/2020
2795,1028,transfer,English,97,B,11/23/2020
2796,1006,transfer,French,113,D,11/28/2020
2797,1009,skip,Arabic,88,B,11/3/2020
2798,1029,decision,Italian,101,A,11/12/2020
2799,1039,transfer,Persian,95,B,11/23/2020
2800,1004,decision,Persian,25,D,11/13/2020
2801,1006,transfer,Hindi,104,C,11/2/2020
2802,1022,decision,Arabic,47,D,11/7/2020
2803,1045,transfer,French,106,C,11/28/2020
2804,1043,skip,French,102,D,11/21/2020
2805,1046,transfer,English,115,D,11/21/2020
2806,1010,decision,Hindi,118,D,11/24/2020
2807,1036,decision,Arabic,16,A,11/5/2020
2808,1010,skip,Hindi,22,B,11/16/2020
2809,1001,skip,Arabic,83,C,11/5/2020
2810,1009,skip,French,55,B,11/8/2020
2811,1011,decision,Italian,83,A,11/14/2020
2812,1040,skip,Italian,58,B,11/11/2020
2813,1020,decision,Hindi,58,B,11/30/2020
2814,1027,transfer,English,67,A,11/22/2020
2815,1045,transfer,Persian,119,D,11/21/2020
2816,1035,skip,Arabic,75,B,11/5/2020
2817,1028,skip,Italian,118,D,11/30/2020
2818,1023,skip,French,96,A,11/4/2020
2819,1010,skip,Persian,55,D,11/5/2020
2820,1036,skip,Persian,103,A,11/17/2020
2821,1026,transfer,Persian,99,A,11/3/2020
2822,1038,transfer,Persian,67,B,11/15/2020
2823,1009,decision,Hindi,35,C,11/3/2020
2824,1039,decision,Italian,23,B,11/7/2020
2825,1017,skip,Italian,28,D,11/18/2020
2826,1021,skip,Hindi,85,B,11/29/2020
2827,1028,decision,Italian,35,A,11/25/2020
2828,1050,transfer,French,119,D,11/13/2020
2829,1020,transfer,French,86,C,11/15/2020
2830,1001,skip,Hindi,48,A,11/1/2020
2831,1035,decision,French,82,A,11/15/2020
2832,1040,skip,Italian,47,C,11/26/2020
2833,1001,skip,Hindi,44,D,11/17/2020
2834,1016,decision,Italian,44,B,11/23/2020
2835,1010,decision,English,21,B,11/3/2020
2836,1014,skip,French,89,C,11/25/2020
2837,1022,decision,Hindi,92,B,11/5/2020
2838,1002,decision,French,26,A,11/7/2020
2839,1022,skip,Hindi,28,C,11/1/2020
2840,1033,decision,French,33,D,11/10/2020
2841,1021,decision,Hindi,111,D,11/26/2020
2842,1024,skip,French,52,B,11/5/2020
2843,1037,skip,English,52,D,11/21/2020
2844,1041,skip,French,100,A,11/24/2020
2845,1050,transfer,English,13,C,11/12/2020
2846,1033,decision,Persian,88,A,11/5/2020
2847,1021,transfer,Arabic,34,B,11/23/2020
2848,1046,decision,French,75,D,11/15/2020
2849,1041,transfer,Hindi,26,B,11/13/2020
2850,1045,decision,Italian,43,A,11/25/2020
2851,1028,skip,French,20,C,11/10/2020
2852,1003,transfer,French,97,A,11/19/2020
2853,1025,transfer,French,32,A,11/2/2020
2854,1027,decision,Hindi,50,D,11/20/2020
2855,1026,transfer,Arabic,92,D,11/26/2020
2856,1031,transfer,Hindi,29,D,11/2/2020
2857,1019,skip,English,107,A,11/4/2020
2858,1015,skip,Arabic,115,D,11/16/2020
2859,1039,transfer,Italian,12,A,11/9/2020
2860,1022,skip,Arabic,41,D,11/4/2020
2861,1021,transfer,Hindi,54,C,11/24/2020
2862,1044,transfer,Italian,48,D,11/19/2020
2863,1007,decision,French,20,B,11/28/2020
2864,1003,skip,Arabic,77,A,11/25/2020
2865,1034,skip,English,51,C,11/12/2020
2866,1046,transfer,English,119,D,11/15/2020
2867,1050,skip,Italian,40,A,11/29/2020
2868,1045,decision,Italian,99,B,11/11/2020
2869,1043,transfer,French,111,B,11/8/2020
2870,1018,decision,Persian,22,B,11/11/2020
2871,1036,decision,Hindi,98,B,11/5/2020
2872,1031,decision,Persian,104,A,11/2/2020
2873,1022,decision,English,18,D,11/11/2020
2874,1024,decision,English,39,D,11/15/2020
2875,1036,skip,Hindi,13,D,11/15/2020
2876,1004,decision,Hindi,63,C,11/12/2020
2877,1013,skip,Arabic,35,A,11/19/2020
2878,1001,skip,Italian,46,C,11/17/2020
2879,1004,skip,Hindi,32,D,11/6/2020
2880,1037,transfer,Persian,116,A,11/23/2020
2881,1025,skip,Hindi,54,B,11/23/2020
2882,1007,skip,English,98,C,11/3/2020
2883,1017,decision,Hindi,58,A,11/26/2020
2884,1037,skip,Hindi,35,B,11/2/2020
2885,1012,transfer,English,115,B,11/5/2020
2886,1013,transfer,Italian,73,B,11/28/2020
2887,1019,decision,Persian,18,B,11/17/2020
2888,1019,decision,Italian,96,D,11/17/2020
2889,1020,transfer,French,10,B,11/7/2020
2890,1007,skip,English,41,A,11/21/2020
2891,1031,skip,Persian,92,B,11/23/2020
2892,1007,transfer,Hindi,69,D,11/11/2020
2893,1023,transfer,Italian,87,A,11/2/2020
2894,1041,skip,English,52,B,11/5/2020
2895,1038,skip,Hindi,109,B,11/29/2020
2896,1021,transfer,Persian,82,B,11/11/2020
2897,1002,decision,French,86,B,11/18/2020
2898,1007,skip,Hindi,105,D,11/24/2020
2899,1039,skip,Arabic,116,A,11/12/2020
2900,1004,transfer,Arabic,37,B,11/10/2020
2901,1011,transfer,French,62,C,11/3/2020
2902,1048,transfer,Arabic,80,C,11/3/2020
2903,1019,skip,Persian,47,A,11/4/2020
2904,1005,skip,Arabic,35,B,11/5/2020
2905,1045,skip,Persian,62,A,11/1/2020
2906,1006,transfer,Persian,77,D,11/29/2020
2907,1022,transfer,French,55,C,11/27/2020
2908,1008,skip,Italian,111,C,11/7/2020
2909,1017,transfer,Arabic,78,C,11/10/2020
2910,1032,decision,Arabic,13,B,11/28/2020
2911,1048,decision,Arabic,13,C,11/11/2020
2912,1013,transfer,French,36,B,11/30/2020
2913,1016,decision,Persian,77,C,11/23/2020
2914,1040,transfer,Persian,24,B,11/5/2020
2915,1048,transfer,Persian,58,D,11/2/2020
2916,1017,decision,Persian,47,A,11/25/2020
2917,1040,decision,Persian,55,D,11/21/2020
2918,1047,decision,Italian,77,D,11/22/2020
2919,1017,skip,French,86,A,11/18/2020
2920,1027,decision,Italian,101,C,11/1/2020
2921,1024,skip,English,112,A,11/14/2020
2922,1016,skip,Arabic,86,B,11/4/2020
2923,1013,decision,Italian,116,C,11/2/2020
2924,1014,decision,French,43,D,11/23/2020
2925,1020,skip,Italian,20,C,11/23/2020
2926,1037,transfer,Hindi,93,A,11/26/2020
2927,1049,skip,Persian,31,D,11/26/2020
2928,1011,transfer,Italian,115,D,11/24/2020
2929,1044,transfer,French,77,A,11/10/2020
2930,1031,transfer,Hindi,37,C,11/19/2020
2931,1027,transfer,French,47,C,11/7/2020
2932,1022,skip,Persian,40,B,11/6/2020
2933,1042,transfer,Arabic,84,C,11/14/2020
2934,1020,transfer,French,24,A,11/6/2020
2935,1015,skip,English,35,B,11/10/2020
2936,1036,decision,Arabic,113,A,11/27/2020
2937,1035,decision,French,64,C,11/20/2020
2938,1020,decision,Italian,21,D,11/29/2020
2939,1049,transfer,Persian,14,A,11/16/2020
2940,1028,skip,English,60,A,11/23/2020
2941,1027,transfer,Persian,107,C,11/2/2020
2942,1031,decision,Hindi,21,D,11/21/2020
2943,1035,skip,French,31,C,11/6/2020
2944,1011,decision,Hindi,47,B,11/27/2020
2945,1004,decision,English,114,D,11/29/2020
2946,1039,decision,Persian,18,A,11/27/2020
2947,1046,transfer,French,13,C,11/24/2020
2948,1011,skip,Arabic,94,A,11/7/2020
2949,1046,skip,English,100,D,11/21/2020
2950,1007,skip,Hindi,59,B,11/8/2020
2951,1001,skip,English,28,B,11/16/2020
2952,1050,transfer,Arabic,92,C,11/11/2020
2953,1026,decision,Hindi,112,C,11/30/2020
2954,1006,transfer,Arabic,67,A,11/3/2020
2955,1045,skip,Hindi,98,B,11/14/2020
2956,1001,decision,Persian,44,D,11/19/2020
2957,1007,skip,English,28,A,11/28/2020
2958,1008,transfer,Arabic,60,C,11/7/2020
2959,1022,decision,Italian,17,A,11/28/2020
2960,1040,decision,Persian,94,B,11/3/2020
2961,1032,decision,Hindi,45,A,11/9/2020
2962,1033,transfer,Persian,35,A,11/17/2020
2963,1039,decision,Persian,120,C,11/7/2020
2964,1037,skip,English,94,D,11/10/2020
2965,1037,decision,Arabic,47,D,11/3/2020
2966,1025,skip,Arabic,48,D,11/3/2020
2967,1020,transfer,Persian,100,B,11/16/2020
2968,1022,decision,Arabic,67,C,11/10/2020
2969,1025,skip,English,87,B,11/18/2020
2970,1013,transfer,Hindi,85,A,11/5/2020
2971,1007,decision,Italian,83,C,11/16/2020
2972,1012,decision,Hindi,112,A,11/4/2020
2973,1038,decision,Italian,46,A,11/5/2020
2974,1036,decision,Persian,98,C,11/5/2020
2975,1043,decision,Arabic,75,B,11/17/2020
2976,1005,transfer,Italian,113,D,11/25/2020
2977,1031,transfer,Arabic,19,A,11/1/2020
2978,1012,decision,Hindi,72,D,11/1/2020
2979,1015,skip,Hindi,40,D,11/20/2020
2980,1010,decision,Arabic,113,A,11/29/2020
2981,1044,transfer,French,16,D,11/14/2020
2982,1003,decision,Hindi,91,B,11/21/2020
2983,1049,decision,Hindi,47,D,11/2/2020
2984,1028,skip,French,115,D,11/17/2020
2985,1034,skip,Hindi,22,B,11/2/2020
2986,1001,decision,Italian,46,C,11/23/2020
2987,1021,transfer,Persian,98,A,11/19/2020
2988,1004,skip,Arabic,12,A,11/10/2020
2989,1028,transfer,French,10,A,11/30/2020
2990,1044,transfer,English,97,A,11/7/2020
2991,1044,transfer,Persian,19,C,11/21/2020
2992,1039,transfer,Arabic,95,D,11/8/2020
2993,1001,transfer,Persian,85,A,11/14/2020
2994,1018,transfer,Hindi,116,D,11/30/2020
2995,1011,transfer,English,90,D,11/3/2020
2996,1033,transfer,Persian,78,D,11/22/2020
2997,1028,skip,Italian,113,A,11/10/2020
2998,1016,decision,English,104,B,11/9/2020
2999,1022,skip,Persian,22,B,11/1/2020
3000,1048,skip,Arabic,86,C,11/5/2020
3001,1018,transfer,Hindi,38,B,11/26/2020
3002,1036,transfer,Persian,73,C,11/4/2020
3003,1039,transfer,Italian,81,A,11/12/2020
3004,1019,transfer,English,41,D,11/24/2020
3005,1039,transfer,French,69,D,11/15/2020
3006,1044,skip,Italian,72,B,11/27/2020
3007,1020,decision,Hindi,12,B,11/24/2020
3008,1026,transfer,Persian,95,A,11/7/2020
3009,1011,skip,English,44,B,11/25/2020
3010,1015,decision,Persian,57,A,11/5/2020
3011,1033,transfer,Hindi,15,A,11/22/2020
3012,1001,transfer,English,99,D,11/8/2020
3013,1003,skip,English,58,A,11/14/2020
3014,1019,skip,Italian,43,B,11/16/2020
3015,1020,skip,Persian,104,C,11/15/2020
3016,1032,decision,Hindi,69,D,11/11/2020
3017,1003,decision,Arabic,41,A,11/22/2020
3018,1013,skip,French,115,C,11/26/2020
3019,1011,decision,French,51,B,11/17/2020
3020,1028,decision,Italian,59,D,11/18/2020
3021,1031,skip,English,48,B,11/29/2020
3022,1035,decision,Arabic,80,D,11/1/2020
3023,1046,skip,French,31,B,11/5/2020
3024,1032,skip,French,81,D,11/12/2020
3025,1026,skip,French,115,B,11/19/2020
3026,1015,decision,French,69,D,11/24/2020
3027,1044,transfer,French,113,B,11/17/2020
3028,1044,decision,Persian,20,C,11/5/2020
3029,1035,skip,Italian,40,A,11/20/2020
3030,1006,decision,Persian,18,B,11/23/2020
3031,1036,decision,English,96,A,11/20/2020
3032,1031,transfer,English,114,A,11/15/2020
3033,1050,decision,English,108,D,11/13/2020
3034,1005,decision,Hindi,54,B,11/16/2020
3035,1003,transfer,Hindi,27,A,11/1/2020
3036,1007,skip,English,36,B,11/11/2020
3037,1033,decision,French,25,C,11/28/2020
3038,1047,skip,English,68,C,11/15/2020
3039,1024,transfer,Persian,43,B,11/12/2020
3040,1034,transfer,English,116,C,11/21/2020
3041,1015,transfer,Italian,84,B,11/20/2020
3042,1003,transfer,Persian,53,D,11/25/2020
3043,1039,skip,French,94,D,11/11/2020
3044,1047,decision,Persian,21,D,11/21/2020
3045,1005,transfer,French,52,C,11/6/2020
3046,1031,transfer,Hindi,25,D,11/6/2020
3047,1028,decision,Persian,55,B,11/20/2020
3048,1027,transfer,Italian,115,B,11/8/2020
3049,1033,decision,English,81,D,11/29/2020
3050,1028,transfer,French,97,B,11/23/2020
3051,1045,transfer,Persian,55,C,11/3/2020
3052,1036,decision,Italian,81,B,11/18/2020
3053,1027,skip,French,88,C,11/3/2020
3054,1021,transfer,Arabic,69,D,11/2/2020
3055,1050,decision,Persian,24,B,11/28/2020
3056,1028,decision,Persian,26,B,11/6/2020
3057,1025,transfer,Italian,59,D,11/5/2020
3058,1021,transfer,Arabic,89,C,11/14/2020
3059,1016,decision,Hindi,70,D,11/5/2020
3060,1012,decision,French,21,B,11/2/2020
3061,1017,decision,English,37,D,11/19/2020
3062,1042,transfer,English,53,C,11/15/2020
3063,1049,transfer,French,102,B,11/23/2020
3064,1043,decision,English,105,B,11/17/2020
3065,1038,transfer,French,80,C,11/22/2020
3066,1001,skip,English,22,A,11/11/2020
3067,1027,transfer,English,117,D,11/30/2020
3068,1026,skip,Persian,72,C,11/17/2020
3069,1028,transfer,Hindi,105,D,11/27/2020
3070,1031,transfer,Italian,64,A,11/27/2020
3071,1028,decision,Italian,32,D,11/29/2020
3072,1021,transfer,Hindi,55,C,11/8/2020
3073,1050,transfer,French,85,A,11/26/2020
3074,1032,decision,English,73,B,11/10/2020
3075,1014,transfer,English,93,C,11/10/2020
3076,1039,decision,French,118,A,11/20/2020
3077,1041,transfer,English,48,A,11/8/2020
3078,1050,transfer,Persian,15,A,11/11/2020
3079,1001,skip,Italian,118,B,11/2/2020
3080,1009,decision,French,44,C,11/27/2020
3081,1016,skip,Arabic,14,D,11/7/2020
3082,1018,skip,Arabic,89,D,11/11/2020
3083,1025,decision,Persian,47,D,11/26/2020
3084,1021,skip,French,58,D,11/6/2020
3085,1003,transfer,Hindi,109,B,11/10/2020
3086,1034,skip,Italian,34,B,11/30/2020
3087,1005,transfer,English,68,D,11/11/2020
3088,1043,transfer,Persian,104,C,11/6/2020
3089,1006,decision,Hindi,92,D,11/14/2020
3090,1049,skip,Italian,43,A,11/20/2020
3091,1017,transfer,Italian,107,C,11/1/2020
3092,1014,skip,French,58,B,11/18/2020
3093,1030,skip,Hindi,39,C,11/27/2020
3094,1035,skip,English,111,C,11/3/2020
3095,1030,skip,English,41,D,11/3/2020
3096,1022,skip,Hindi,23,C,11/9/2020
3097,1001,transfer,English,19,B,11/17/2020
3098,1002,transfer,Arabic,14,A,11/29/2020
3099,1046,skip,Hindi,58,C,11/4/2020
3100,1019,transfer,French,27,A,11/22/2020
3101,1009,transfer,Hindi,77,B,11/23/2020
3102,1005,skip,English,17,C,11/17/2020
3103,1050,transfer,English,38,D,11/28/2020
3104,1022,skip,Hindi,26,A,11/11/2020
3105,1047,decision,Italian,24,A,11/16/2020
3106,1029,decision,Arabic,116,C,11/25/2020
3107,1042,skip,Italian,51,D,11/17/2020
3108,1032,skip,Persian,42,A,11/30/2020
3109,1029,transfer,Arabic,100,C,11/16/2020
3110,1023,skip,Italian,55,C,11/27/2020
3111,1018,decision,French,72,D,11/23/2020
3112,1018,decision,English,56,B,11/24/2020
3113,1041,decision,English,17,A,11/27/2020
3114,1012,transfer,Italian,11,C,11/28/2020
3115,1024,decision,English,55,B,11/15/2020
3116,1005,skip,French,28,A,11/18/2020
3117,1033,transfer,Persian,23,D,11/22/2020
3118,1024,skip,Persian,99,A,11/20/2020
3119,1021,decision,Persian,67,C,11/6/2020
3120,1049,transfer,Arabic,112,C,11/25/2020
3121,1002,transfer,English,82,B,11/20/2020
3122,1004,skip,English,10,C,11/13/2020
3123,1047,transfer,Hindi,25,B,11/1/2020
3124,1042,decision,Hindi,22,A,11/1/2020
3125,1014,transfer,Hindi,56,A,11/28/2020
